Price,Open,Close
Ticker,KRW=X,KRW=X
Date,,
2020-01-01,1154.4000244140625,1153.75
2020-01-02,1153.9599609375,1153.969970703125
2020-01-03,1157.550048828125,1157.1500244140625
2020-01-06,1167.4000244140625,1165.8499755859375
2020-01-07,1166.52001953125,1167.4200439453125
2020-01-08,1166.530029296875,1166.4599609375
2020-01-09,1161.3399658203125,1161.260009765625
2020-01-10,1158.5799560546875,1157.81005859375
2020-01-13,1156.9300537109375,1156.9300537109375
2020-01-14,1153.25,1153.93994140625
2020-01-15,1156.1300048828125,1157.050048828125
2020-01-16,1159.739990234375,1156.780029296875
2020-01-17,1159.6700439453125,1158.77001953125
2020-01-20,1159.800048828125,1160.3599853515625
2020-01-21,1158.5699462890625,1157.5699462890625
2020-01-22,1168.719970703125,1168.739990234375
2020-01-23,1165.18994140625,1163.72998046875
2020-01-24,1168.199951171875,1167.5999755859375
2020-01-27,1169.239990234375,1169.1500244140625
2020-01-28,1176.449951171875,1176.72998046875
2020-01-29,1172.75,1174.280029296875
2020-01-30,1178.77001953125,1178.0799560546875
2020-01-31,1186.489990234375,1187.1199951171875
2020-02-03,1194.4000244140625,1194.8699951171875
2020-02-04,1190.5400390625,1189.3599853515625
2020-02-05,1182.489990234375,1182.47998046875
2020-02-06,1182.25,1183.4599609375
2020-02-07,1185.8599853515625,1184.25
2020-02-10,1191.6700439453125,1191.0899658203125
2020-02-11,1186.050048828125,1185.6300048828125
2020-02-12,1180.550048828125,1180.719970703125
2020-02-13,1178.3800048828125,1177.9599609375
2020-02-14,1183.3800048828125,1183.469970703125
2020-02-17,1180.8900146484375,1182.1800537109375
2020-02-18,1184.77001953125,1183.81005859375
2020-02-19,1190.050048828125,1189.9300537109375
2020-02-20,1191.780029296875,1191.3699951171875
2020-02-21,1204.3199462890625,1204.4000244140625
2020-02-24,1214.550048828125,1205.77001953125
2020-02-25,1217.0400390625,1217.6500244140625
2020-02-26,1212.3900146484375,1214.550048828125
2020-02-27,1213.1400146484375,1211.3599853515625
2020-02-28,1212.3299560546875,1211.31005859375
2020-03-02,1199.3199462890625,1200.0999755859375
2020-03-03,1189.25,1188.280029296875
2020-03-04,1186.3399658203125,1186.3399658203125
2020-03-05,1185.06005859375,1183.6800537109375
2020-03-06,1187.780029296875,1187.469970703125
2020-03-09,1187.5999755859375,1187.699951171875
2020-03-10,1198.0,1199.9599609375
2020-03-11,1184.0,1184.699951171875
2020-03-12,1190.3499755859375,1189.3900146484375
2020-03-13,1209.93994140625,1209.969970703125
2020-03-16,1214.8900146484375,1210.800048828125
2020-03-17,1232.02001953125,1232.0400390625
2020-03-18,1237.97998046875,1237.989990234375
2020-03-19,1253.969970703125,1255.3499755859375
2020-03-20,1256.6500244140625,1256.8800048828125
2020-03-23,1272.1500244140625,1253.949951171875
2020-03-24,1261.449951171875,1262.9300537109375
2020-03-25,1232.5,1228.5999755859375
2020-03-26,1223.0,1231.0799560546875
2020-03-27,1213.0,1212.18994140625
2020-03-30,1211.739990234375,1211.6300048828125
2020-03-31,1223.0,1222.699951171875
2020-04-01,1218.6600341796875,1216.6600341796875
2020-04-02,1236.56005859375,1234.72998046875
2020-04-03,1225.6300048828125,1226.8499755859375
2020-04-06,1236.550048828125,1235.800048828125
2020-04-07,1222.9100341796875,1223.0999755859375
2020-04-08,1214.800048828125,1215.31005859375
2020-04-09,1213.510009765625,1214.75
2020-04-10,1209.22998046875,1209.510009765625
2020-04-13,1211.0400390625,1211.0400390625
2020-04-14,1213.8599853515625,1213.9000244140625
2020-04-15,1211.47998046875,1212.3800048828125
2020-04-16,1225.5999755859375,1222.550048828125
2020-04-17,1220.0999755859375,1226.6400146484375
2020-04-20,1215.25,1215.260009765625
2020-04-21,1220.719970703125,1218.0999755859375
2020-04-22,1232.6300048828125,1230.8499755859375
2020-04-23,1233.7099609375,1231.3800048828125
2020-04-24,1231.6099853515625,1232.449951171875
2020-04-27,1230.4599609375,1229.5
2020-04-28,1222.530029296875,1220.8699951171875
2020-04-29,1220.449951171875,1220.4000244140625
2020-04-30,1210.7900390625,1210.7900390625
2020-05-01,1212.9599609375,1212.9599609375
2020-05-04,1223.7900390625,1223.780029296875
2020-05-05,1223.0,1222.449951171875
2020-05-06,1220.489990234375,1221.25
2020-05-07,1227.1700439453125,1228.530029296875
2020-05-08,1218.5899658203125,1218.6300048828125
2020-05-11,1218.1800537109375,1218.699951171875
2020-05-12,1223.239990234375,1222.4000244140625
2020-05-13,1225.8499755859375,1225.6500244140625
2020-05-14,1227.219970703125,1226.550048828125
2020-05-15,1225.780029296875,1225.4599609375
2020-05-18,1231.5699462890625,1232.0899658203125
2020-05-19,1222.550048828125,1224.199951171875
2020-05-20,1225.31005859375,1224.3199462890625
2020-05-21,1226.3399658203125,1226.550048828125
2020-05-22,1233.010009765625,1233.3900146484375
2020-05-25,1239.2099609375,1239.550048828125
2020-05-26,1240.719970703125,1240.02001953125
2020-05-27,1229.949951171875,1230.8699951171875
2020-05-28,1237.2900390625,1238.300048828125
2020-05-29,1237.260009765625,1237.97998046875
2020-06-01,1230.2099609375,1230.469970703125
2020-06-02,1222.0799560546875,1222.989990234375
2020-06-03,1217.9599609375,1219.1400146484375
2020-06-04,1215.4200439453125,1215.8199462890625
2020-06-05,1215.68994140625,1215.3800048828125
2020-06-08,1200.780029296875,1201.1099853515625
2020-06-09,1196.6400146484375,1195.72998046875
2020-06-10,1197.6600341796875,1197.300048828125
2020-06-11,1192.6800537109375,1189.739990234375
2020-06-12,1206.22998046875,1204.760009765625
2020-06-15,1202.6099853515625,1202.6099853515625
2020-06-16,1205.7900390625,1206.9000244140625
2020-06-17,1210.72998046875,1211.1500244140625
2020-06-18,1215.949951171875,1214.3499755859375
2020-06-19,1209.75,1211.3599853515625
2020-06-22,1211.489990234375,1210.8900146484375
2020-06-23,1206.18994140625,1208.0
2020-06-24,1207.9200439453125,1207.949951171875
2020-06-25,1205.8699951171875,1205.25
2020-06-26,1201.4100341796875,1201.52001953125
2020-06-29,1203.050048828125,1202.6300048828125
2020-06-30,1197.6300048828125,1198.489990234375
2020-07-01,1197.4599609375,1198.3900146484375
2020-07-02,1200.6500244140625,1200.699951171875
2020-07-03,1198.260009765625,1198.1700439453125
2020-07-06,1198.5999755859375,1198.5
2020-07-07,1189.9200439453125,1190.9300537109375
2020-07-08,1195.9200439453125,1195.699951171875
2020-07-09,1191.31005859375,1192.02001953125
2020-07-10,1196.530029296875,1195.77001953125
2020-07-13,1200.8800048828125,1199.52001953125
2020-07-14,1203.4599609375,1203.780029296875
2020-07-15,1203.969970703125,1203.97998046875
2020-07-16,1200.3499755859375,1200.469970703125
2020-07-17,1204.2099609375,1204.22998046875
2020-07-20,1201.8900146484375,1202.530029296875
2020-07-21,1200.0899658203125,1200.030029296875
2020-07-22,1192.02001953125,1192.739990234375
2020-07-23,1197.47998046875,1197.22998046875
2020-07-24,1201.6600341796875,1200.93994140625
2020-07-27,1199.969970703125,1200.489990234375
2020-07-28,1194.97998046875,1195.9200439453125
2020-07-29,1198.449951171875,1199.3699951171875
2020-07-30,1188.9300537109375,1190.72998046875
2020-07-31,1189.56005859375,1189.56005859375
2020-08-03,1192.699951171875,1193.3900146484375
2020-08-04,1191.0999755859375,1191.760009765625
2020-08-05,1189.6500244140625,1192.25
2020-08-06,1184.75,1185.1800537109375
2020-08-07,1183.489990234375,1183.1700439453125
